audio_path,label
/data/xuanru/VCTK/VCTK_16k/p294/p294_082.wav,It was like a vacuum.
/data/xuanru/VCTK/VCTK_16k/p294/p294_007.wav,The rainbow is a division of white light into many beautiful colors.
/data/xuanru/VCTK/VCTK_16k/p294/p294_020.wav,Many complicated ideas about the rainbow have been formed.
/data/xuanru/VCTK/VCTK_16k/p294/p294_051.wav,"Hopefully, that'll come from someone on our side."
/data/xuanru/VCTK/VCTK_16k/p294/p294_392.wav,My mind was made up.
/data/xuanru/VCTK/VCTK_16k/p294/p294_287.wav,This could take a few days.
/data/xuanru/VCTK/VCTK_16k/p294/p294_060.wav,I went with the mood.
/data/xuanru/VCTK/VCTK_16k/p294/p294_401.wav,"In fact, he should never have been in the field."
/data/xuanru/VCTK/VCTK_16k/p294/p294_142.wav,Where are they?
/data/xuanru/VCTK/VCTK_16k/p294/p294_141.wav,He invented the language.
/data/xuanru/VCTK/VCTK_16k/p294/p294_328.wav,There are so many unanswered questions.
/data/xuanru/VCTK/VCTK_16k/p294/p294_258.wav,They are in care for a reason.
/data/xuanru/VCTK/VCTK_16k/p294/p294_251.wav,Mental health is a massive issue.
/data/xuanru/VCTK/VCTK_16k/p294/p294_009.wav,"There is , according to legend, a boiling pot of gold at one end."
/data/xuanru/VCTK/VCTK_16k/p294/p294_207.wav,It will take some time to establish.
/data/xuanru/VCTK/VCTK_16k/p294/p294_267.wav,I would love to travel with it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_343.wav,There are moments of joy in politics.
/data/xuanru/VCTK/VCTK_16k/p294/p294_261.wav,It has certainly not been an enjoyable experience.
/data/xuanru/VCTK/VCTK_16k/p294/p294_281.wav,I've never seen them down here.
/data/xuanru/VCTK/VCTK_16k/p294/p294_413.wav,It is a delight on every level.
/data/xuanru/VCTK/VCTK_16k/p294/p294_200.wav,"When it is ready, it will be signed."
/data/xuanru/VCTK/VCTK_16k/p294/p294_052.wav,The course record was in his name.
/data/xuanru/VCTK/VCTK_16k/p294/p294_220.wav,"We are not a retailer, we provide a service."
/data/xuanru/VCTK/VCTK_16k/p294/p294_097.wav,"In fact, they go hand in hand."
/data/xuanru/VCTK/VCTK_16k/p294/p294_224.wav,It should be a pretty exciting session.
/data/xuanru/VCTK/VCTK_16k/p294/p294_181.wav,"He was, indeed, a thoroughly decent man."
/data/xuanru/VCTK/VCTK_16k/p294/p294_147.wav,She was always a quality act.
/data/xuanru/VCTK/VCTK_16k/p294/p294_233.wav,"We have seen the future, and it is different."
/data/xuanru/VCTK/VCTK_16k/p294/p294_386.wav,"I told her, and she was extremely grateful."
/data/xuanru/VCTK/VCTK_16k/p294/p294_231.wav,"General, You didn't get a modified."
/data/xuanru/VCTK/VCTK_16k/p294/p294_164.wav,He also admitted.
/data/xuanru/VCTK/VCTK_16k/p294/p294_046.wav,Who was the mystery MP?
/data/xuanru/VCTK/VCTK_16k/p294/p294_098.wav,"I gave him a way out, and he took it."
/data/xuanru/VCTK/VCTK_16k/p294/p294_417.wav,I saw it in a different way.
/data/xuanru/VCTK/VCTK_16k/p294/p294_303.wav,And this tournament will travel.
/data/xuanru/VCTK/VCTK_16k/p294/p294_239.wav,Do it for us now.
/data/xuanru/VCTK/VCTK_16k/p294/p294_381.wav,"It was very, very difficult for me to look at this."
/data/xuanru/VCTK/VCTK_16k/p294/p294_319.wav,It is an impressive record.
/data/xuanru/VCTK/VCTK_16k/p294/p294_354.wav,We didn't mean to kill him.
/data/xuanru/VCTK/VCTK_16k/p294/p294_353.wav,They had to explain it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_236.wav,I just have to accept that.
/data/xuanru/VCTK/VCTK_16k/p294/p294_296.wav,It just would not work.
/data/xuanru/VCTK/VCTK_16k/p294/p294_168.wav,Genetic assessment is crucial.
/data/xuanru/VCTK/VCTK_16k/p294/p294_150.wav,It's a great idea.
/data/xuanru/VCTK/VCTK_16k/p294/p294_257.wav,"I get on him, he gets on me."
/data/xuanru/VCTK/VCTK_16k/p294/p294_067.wav,I fell in love with it right away.
/data/xuanru/VCTK/VCTK_16k/p294/p294_176.wav,You have to go to the edges.
/data/xuanru/VCTK/VCTK_16k/p294/p294_002.wav,Ask her to bring these things with her from the store.
/data/xuanru/VCTK/VCTK_16k/p294/p294_017.wav,Others have tried to explain the phenomenon physically.
/data/xuanru/VCTK/VCTK_16k/p294/p294_037.wav,"He was taken to hospital, but later died."
/data/xuanru/VCTK/VCTK_16k/p294/p294_110.wav,This has gone on too long.
/data/xuanru/VCTK/VCTK_16k/p294/p294_044.wav,I'm wondering what you feel about the youngest.
/data/xuanru/VCTK/VCTK_16k/p294/p294_172.wav,Art is still a risky investment.
/data/xuanru/VCTK/VCTK_16k/p294/p294_012.wav,Throughout the centuries people have explained the rainbow in various ways.
/data/xuanru/VCTK/VCTK_16k/p294/p294_406.wav,It was very well received.
/data/xuanru/VCTK/VCTK_16k/p294/p294_040.wav,My view has now changed completely.
/data/xuanru/VCTK/VCTK_16k/p294/p294_364.wav,I've got to provide for my family.
/data/xuanru/VCTK/VCTK_16k/p294/p294_143.wav,It's hard not to.
/data/xuanru/VCTK/VCTK_16k/p294/p294_346.wav,"Yesterday, he was busy in his office."
/data/xuanru/VCTK/VCTK_16k/p294/p294_414.wav,Would it really be good to shorten it?
/data/xuanru/VCTK/VCTK_16k/p294/p294_335.wav,But it took a lot of bottle.
/data/xuanru/VCTK/VCTK_16k/p294/p294_035.wav,A neighbour said the street was shocked.
/data/xuanru/VCTK/VCTK_16k/p294/p294_199.wav,That's been the case for a while.
/data/xuanru/VCTK/VCTK_16k/p294/p294_306.wav,The order went out.
/data/xuanru/VCTK/VCTK_16k/p294/p294_423.wav,Athletics is on a roll in the country.
/data/xuanru/VCTK/VCTK_16k/p294/p294_241.wav,I couldn't have asked for better.
/data/xuanru/VCTK/VCTK_16k/p294/p294_062.wav,Debate is not just talk.
/data/xuanru/VCTK/VCTK_16k/p294/p294_238.wav,They will do nothing for the local people.
/data/xuanru/VCTK/VCTK_16k/p294/p294_031.wav,They were impressive against France.
/data/xuanru/VCTK/VCTK_16k/p294/p294_126.wav,He has gone through the process before.
/data/xuanru/VCTK/VCTK_16k/p294/p294_264.wav,It possibly depends on the position.
/data/xuanru/VCTK/VCTK_16k/p294/p294_205.wav,Our traditions and cultures remain the same.
/data/xuanru/VCTK/VCTK_16k/p294/p294_415.wav,I don't entirely buy that.
/data/xuanru/VCTK/VCTK_16k/p294/p294_061.wav,I think we'll just keep it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_400.wav,"Of course, it doesn't all come off."
/data/xuanru/VCTK/VCTK_16k/p294/p294_121.wav,We don't know what happened after.
/data/xuanru/VCTK/VCTK_16k/p294/p294_285.wav,He had asked if they had the script.
/data/xuanru/VCTK/VCTK_16k/p294/p294_099.wav,"So is that it, then?"
/data/xuanru/VCTK/VCTK_16k/p294/p294_229.wav,The protest will go ahead as planned.
/data/xuanru/VCTK/VCTK_16k/p294/p294_370.wav,But who was driving it?
/data/xuanru/VCTK/VCTK_16k/p294/p294_003.wav,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."
/data/xuanru/VCTK/VCTK_16k/p294/p294_085.wav,It is the tip of the iceberg.
/data/xuanru/VCTK/VCTK_16k/p294/p294_159.wav,You've been working for four years.
/data/xuanru/VCTK/VCTK_16k/p294/p294_420.wav,Mr Blunkett was convinced.
/data/xuanru/VCTK/VCTK_16k/p294/p294_272.wav,"For now, they have gone as far as they can."
/data/xuanru/VCTK/VCTK_16k/p294/p294_087.wav,They have to work so hard.
/data/xuanru/VCTK/VCTK_16k/p294/p294_170.wav,We have managed to get it under control.
/data/xuanru/VCTK/VCTK_16k/p294/p294_223.wav,They are not the answer to staff shortages.
/data/xuanru/VCTK/VCTK_16k/p294/p294_066.wav,What kind of inclusion is that?
/data/xuanru/VCTK/VCTK_16k/p294/p294_377.wav,"Certainly, there is much on the agenda."
/data/xuanru/VCTK/VCTK_16k/p294/p294_283.wav,This is our unfinished business.
/data/xuanru/VCTK/VCTK_16k/p294/p294_139.wav,The objective was achieved.
/data/xuanru/VCTK/VCTK_16k/p294/p294_412.wav,It was not known to myself.
/data/xuanru/VCTK/VCTK_16k/p294/p294_187.wav,I want my mum.
/data/xuanru/VCTK/VCTK_16k/p294/p294_268.wav,Detectives are waiting to interview the men.
/data/xuanru/VCTK/VCTK_16k/p294/p294_116.wav,I want to make a vigorous defence.
/data/xuanru/VCTK/VCTK_16k/p294/p294_197.wav,He said nothing to waiting journalists.
/data/xuanru/VCTK/VCTK_16k/p294/p294_418.wav,"Or, rather, it isn't."
/data/xuanru/VCTK/VCTK_16k/p294/p294_138.wav,"Above all, the approach is upbeat."
/data/xuanru/VCTK/VCTK_16k/p294/p294_149.wav,I'm sure that is not.
/data/xuanru/VCTK/VCTK_16k/p294/p294_091.wav,There's a strong involvement.
/data/xuanru/VCTK/VCTK_16k/p294/p294_292.wav,This could also affect the sentencing.
/data/xuanru/VCTK/VCTK_16k/p294/p294_360.wav,The trial continues today.
/data/xuanru/VCTK/VCTK_16k/p294/p294_106.wav,The other conditions were not specified.
/data/xuanru/VCTK/VCTK_16k/p294/p294_404.wav,The pair are no strangers to smashing records.
/data/xuanru/VCTK/VCTK_16k/p294/p294_034.wav,Other people had looked at it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_289.wav,So it was sad.
/data/xuanru/VCTK/VCTK_16k/p294/p294_045.wav,They tend to be female and retired.
/data/xuanru/VCTK/VCTK_16k/p294/p294_216.wav,"We're very, very excited."
/data/xuanru/VCTK/VCTK_16k/p294/p294_146.wav,You ask the question.
/data/xuanru/VCTK/VCTK_16k/p294/p294_402.wav,He promised a final decision within a fortnight.
/data/xuanru/VCTK/VCTK_16k/p294/p294_300.wav,There was no happiness.
/data/xuanru/VCTK/VCTK_16k/p294/p294_092.wav,"Now, though, he has an incentive."
/data/xuanru/VCTK/VCTK_16k/p294/p294_083.wav,That was enough for the committee.
/data/xuanru/VCTK/VCTK_16k/p294/p294_117.wav,And she got it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_151.wav,It's like a score in some ways.
/data/xuanru/VCTK/VCTK_16k/p294/p294_214.wav,"He doesn't need to be told, he knows the truth."
/data/xuanru/VCTK/VCTK_16k/p294/p294_314.wav,It is three years at present.
/data/xuanru/VCTK/VCTK_16k/p294/p294_036.wav,"Michael, he is running!"
/data/xuanru/VCTK/VCTK_16k/p294/p294_209.wav,"And do you know, it just wasn't the same."
/data/xuanru/VCTK/VCTK_16k/p294/p294_274.wav,It's as simple as that.
/data/xuanru/VCTK/VCTK_16k/p294/p294_127.wav,People will see this over time.
/data/xuanru/VCTK/VCTK_16k/p294/p294_371.wav,We recorded it at our own expense.
/data/xuanru/VCTK/VCTK_16k/p294/p294_235.wav,We're talking about one or two years.
/data/xuanru/VCTK/VCTK_16k/p294/p294_217.wav,It's not a question of talking.
/data/xuanru/VCTK/VCTK_16k/p294/p294_421.wav,The auction will be held tomorrow.
/data/xuanru/VCTK/VCTK_16k/p294/p294_025.wav,They were the better team on the night.
/data/xuanru/VCTK/VCTK_16k/p294/p294_162.wav,Such as it is.
/data/xuanru/VCTK/VCTK_16k/p294/p294_043.wav,We're playing away from home and that's it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_015.wav,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
/data/xuanru/VCTK/VCTK_16k/p294/p294_269.wav,It is a common condition in children.
/data/xuanru/VCTK/VCTK_16k/p294/p294_182.wav,A decision is expected in September.
/data/xuanru/VCTK/VCTK_16k/p294/p294_311.wav,They have nowhere else to go.
/data/xuanru/VCTK/VCTK_16k/p294/p294_185.wav,It's a huge amount.
/data/xuanru/VCTK/VCTK_16k/p294/p294_326.wav,Which is where the manager comes in.
/data/xuanru/VCTK/VCTK_16k/p294/p294_131.wav,I can't see him reversing that.
/data/xuanru/VCTK/VCTK_16k/p294/p294_137.wav,It was different in the endurance events.
/data/xuanru/VCTK/VCTK_16k/p294/p294_222.wav,She has so much to offer.
/data/xuanru/VCTK/VCTK_16k/p294/p294_077.wav,It will not be a long campaign.
/data/xuanru/VCTK/VCTK_16k/p294/p294_174.wav,These things can happen.
/data/xuanru/VCTK/VCTK_16k/p294/p294_357.wav,He completely loses control.
/data/xuanru/VCTK/VCTK_16k/p294/p294_027.wav,It means we have to have some patience.
/data/xuanru/VCTK/VCTK_16k/p294/p294_073.wav,Two things were clear from the new programme.
/data/xuanru/VCTK/VCTK_16k/p294/p294_056.wav,This is a possible way forward.
/data/xuanru/VCTK/VCTK_16k/p294/p294_226.wav,Advice and counselling will be offered.
/data/xuanru/VCTK/VCTK_16k/p294/p294_075.wav,Until they came to do it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_198.wav,O Leary was clearly disgusted.
/data/xuanru/VCTK/VCTK_16k/p294/p294_033.wav,The airport was even different.
/data/xuanru/VCTK/VCTK_16k/p294/p294_363.wav,It is also used to buy coffins.
/data/xuanru/VCTK/VCTK_16k/p294/p294_280.wav,It was one in the afternoon.
/data/xuanru/VCTK/VCTK_16k/p294/p294_352.wav,They are not falling now.
/data/xuanru/VCTK/VCTK_16k/p294/p294_130.wav,The lowest increase was recorded in Dundee.
/data/xuanru/VCTK/VCTK_16k/p294/p294_341.wav,Anything can happen - at any moment.
/data/xuanru/VCTK/VCTK_16k/p294/p294_358.wav,No decision on that was taken.
/data/xuanru/VCTK/VCTK_16k/p294/p294_309.wav,You could see he was thinking about it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_072.wav,I found the course inspiring.
/data/xuanru/VCTK/VCTK_16k/p294/p294_145.wav,"However, there are no plans for injecting rooms."
/data/xuanru/VCTK/VCTK_16k/p294/p294_011.wav,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."
/data/xuanru/VCTK/VCTK_16k/p294/p294_048.wav,I'm really looking forward to seeing the fight.
/data/xuanru/VCTK/VCTK_16k/p294/p294_338.wav,No-one else was hurt.
/data/xuanru/VCTK/VCTK_16k/p294/p294_180.wav,My place is in the kitchen.
/data/xuanru/VCTK/VCTK_16k/p294/p294_107.wav,I've never felt affection for Emu.
/data/xuanru/VCTK/VCTK_16k/p294/p294_315.wav,The document is a starting point for discussion.
/data/xuanru/VCTK/VCTK_16k/p294/p294_384.wav,We had our chances.
/data/xuanru/VCTK/VCTK_16k/p294/p294_263.wav,A statement is expected in April.
/data/xuanru/VCTK/VCTK_16k/p294/p294_288.wav,A great deal was achieved.
/data/xuanru/VCTK/VCTK_16k/p294/p294_260.wav,I haven't a clue.
/data/xuanru/VCTK/VCTK_16k/p294/p294_123.wav,He seems to be used to the attention.
/data/xuanru/VCTK/VCTK_16k/p294/p294_203.wav,We now have a moment of hope.
/data/xuanru/VCTK/VCTK_16k/p294/p294_317.wav,It didn't put me off.
/data/xuanru/VCTK/VCTK_16k/p294/p294_308.wav,The appeal is impartial.
/data/xuanru/VCTK/VCTK_16k/p294/p294_156.wav,We are well insured.
/data/xuanru/VCTK/VCTK_16k/p294/p294_161.wav,There is no shortage of commitment.
/data/xuanru/VCTK/VCTK_16k/p294/p294_250.wav,There are no excuses left for us.
/data/xuanru/VCTK/VCTK_16k/p294/p294_331.wav,I'm so happy that she did.
/data/xuanru/VCTK/VCTK_16k/p294/p294_018.wav,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.
/data/xuanru/VCTK/VCTK_16k/p294/p294_128.wav,I can't speak for him.
/data/xuanru/VCTK/VCTK_16k/p294/p294_333.wav,Iraq has no interest in war.
/data/xuanru/VCTK/VCTK_16k/p294/p294_409.wav,Such is the ego involved.
/data/xuanru/VCTK/VCTK_16k/p294/p294_006.wav,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
/data/xuanru/VCTK/VCTK_16k/p294/p294_059.wav,We are only human.
/data/xuanru/VCTK/VCTK_16k/p294/p294_179.wav,He could tell you.
/data/xuanru/VCTK/VCTK_16k/p294/p294_013.wav,Some have accepted it as a miracle without physical explanation.
/data/xuanru/VCTK/VCTK_16k/p294/p294_325.wav,"He's a good player, but he's not the only one."
/data/xuanru/VCTK/VCTK_16k/p294/p294_090.wav,He had just returned from a run.
/data/xuanru/VCTK/VCTK_16k/p294/p294_376.wav,Social workers are on stand-by to help.
/data/xuanru/VCTK/VCTK_16k/p294/p294_275.wav,We've been here before.
/data/xuanru/VCTK/VCTK_16k/p294/p294_103.wav,It's a long process.
/data/xuanru/VCTK/VCTK_16k/p294/p294_047.wav,This was no accident.
/data/xuanru/VCTK/VCTK_16k/p294/p294_362.wav,Europe is a bonus.
/data/xuanru/VCTK/VCTK_16k/p294/p294_196.wav,I want a career.
/data/xuanru/VCTK/VCTK_16k/p294/p294_030.wav,He said she was mad.
/data/xuanru/VCTK/VCTK_16k/p294/p294_148.wav,We are all very proud of her.
/data/xuanru/VCTK/VCTK_16k/p294/p294_133.wav,I can lead by example.
/data/xuanru/VCTK/VCTK_16k/p294/p294_024.wav,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
/data/xuanru/VCTK/VCTK_16k/p294/p294_365.wav,Such debate is pointless.
/data/xuanru/VCTK/VCTK_16k/p294/p294_064.wav,It is all about having physical evidence.
/data/xuanru/VCTK/VCTK_16k/p294/p294_369.wav,But it would change the context.
/data/xuanru/VCTK/VCTK_16k/p294/p294_398.wav,No other vehicle was involved in the accident.
/data/xuanru/VCTK/VCTK_16k/p294/p294_177.wav,I'm looking forward to facing the Irishmen.
/data/xuanru/VCTK/VCTK_16k/p294/p294_114.wav,The industry will try to get round it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_041.wav,I've been dying for an hour.
/data/xuanru/VCTK/VCTK_16k/p294/p294_069.wav,It makes for an interesting conference.
/data/xuanru/VCTK/VCTK_16k/p294/p294_113.wav,I don't know the nature of the illness.
/data/xuanru/VCTK/VCTK_16k/p294/p294_124.wav,It's an hour of the same response.
/data/xuanru/VCTK/VCTK_16k/p294/p294_119.wav,We have now no choice.
/data/xuanru/VCTK/VCTK_16k/p294/p294_096.wav,It may not even be possible.
/data/xuanru/VCTK/VCTK_16k/p294/p294_307.wav,Cinema is a communal experience.
/data/xuanru/VCTK/VCTK_16k/p294/p294_118.wav,We are the weakest link.
/data/xuanru/VCTK/VCTK_16k/p294/p294_019.wav,"Since then physicists have found that it's not reflection, but refraction by the raindrops which causes the rainbows."
/data/xuanru/VCTK/VCTK_16k/p294/p294_038.wav,Their ambition is to go back.
/data/xuanru/VCTK/VCTK_16k/p294/p294_316.wav,We all make mistakes.
/data/xuanru/VCTK/VCTK_16k/p294/p294_053.wav,But we welcome this document.
/data/xuanru/VCTK/VCTK_16k/p294/p294_163.wav,He deserves a second chance.
/data/xuanru/VCTK/VCTK_16k/p294/p294_273.wav,Boy is the town a mess.
/data/xuanru/VCTK/VCTK_16k/p294/p294_155.wav,You feel the pride.
/data/xuanru/VCTK/VCTK_16k/p294/p294_152.wav,It's a wonderful piece of water.
/data/xuanru/VCTK/VCTK_16k/p294/p294_228.wav,I could not believe what they were saying.
/data/xuanru/VCTK/VCTK_16k/p294/p294_390.wav,We have other options.
/data/xuanru/VCTK/VCTK_16k/p294/p294_380.wav,Visitors were also impressed.
/data/xuanru/VCTK/VCTK_16k/p294/p294_032.wav,I am delighted at Murray's appointment.
/data/xuanru/VCTK/VCTK_16k/p294/p294_104.wav,I asked to take it up to Glasgow.
/data/xuanru/VCTK/VCTK_16k/p294/p294_094.wav,It should be a condition of employment.
/data/xuanru/VCTK/VCTK_16k/p294/p294_416.wav,"England could not take anything for granted, however."
/data/xuanru/VCTK/VCTK_16k/p294/p294_184.wav,"That's the name of the game, though."
/data/xuanru/VCTK/VCTK_16k/p294/p294_383.wav,Are there muscular problems?
/data/xuanru/VCTK/VCTK_16k/p294/p294_349.wav,I'm not going to change from it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_248.wav,They never gave up hope.
/data/xuanru/VCTK/VCTK_16k/p294/p294_136.wav,This takes the pressure off.
/data/xuanru/VCTK/VCTK_16k/p294/p294_218.wav,He was certainly upbeat about his chances.
/data/xuanru/VCTK/VCTK_16k/p294/p294_173.wav,It was little else.
/data/xuanru/VCTK/VCTK_16k/p294/p294_135.wav,It seemed to have direction.
/data/xuanru/VCTK/VCTK_16k/p294/p294_211.wav,I love this job.
/data/xuanru/VCTK/VCTK_16k/p294/p294_154.wav,Therein lies the problem.
/data/xuanru/VCTK/VCTK_16k/p294/p294_302.wav,Everything is so commercial.
/data/xuanru/VCTK/VCTK_16k/p294/p294_140.wav,It was a hugely popular decision.
/data/xuanru/VCTK/VCTK_16k/p294/p294_230.wav,Who will run the bigger show?
/data/xuanru/VCTK/VCTK_16k/p294/p294_322.wav,She was married with one son.
/data/xuanru/VCTK/VCTK_16k/p294/p294_271.wav,"I also thought, This is a feature film."
/data/xuanru/VCTK/VCTK_16k/p294/p294_010.wav,"People look, but no one ever finds it."
/data/xuanru/VCTK/VCTK_16k/p294/p294_242.wav,"That is however, the only part of the story."
/data/xuanru/VCTK/VCTK_16k/p294/p294_347.wav,It's just not our biggest problem.
/data/xuanru/VCTK/VCTK_16k/p294/p294_252.wav,His director of football is leaving.
/data/xuanru/VCTK/VCTK_16k/p294/p294_389.wav,"It wasn't about her singing, though."
/data/xuanru/VCTK/VCTK_16k/p294/p294_395.wav,The council's concern is very simple.
/data/xuanru/VCTK/VCTK_16k/p294/p294_422.wav,It was really enjoyable on Saturday.
/data/xuanru/VCTK/VCTK_16k/p294/p294_324.wav,I told you so.
/data/xuanru/VCTK/VCTK_16k/p294/p294_088.wav,"It's not very pretty, but it's effective."
/data/xuanru/VCTK/VCTK_16k/p294/p294_193.wav,Something happened on that island.
/data/xuanru/VCTK/VCTK_16k/p294/p294_157.wav,I was quietly confident about getting the win.
/data/xuanru/VCTK/VCTK_16k/p294/p294_014.wav,To the Hebrews it was a token that there would be no more universal floods.
/data/xuanru/VCTK/VCTK_16k/p294/p294_310.wav,"He added, We are full of anger."
/data/xuanru/VCTK/VCTK_16k/p294/p294_247.wav,Everything else is the same.
/data/xuanru/VCTK/VCTK_16k/p294/p294_298.wav,Who will provide the wine?
/data/xuanru/VCTK/VCTK_16k/p294/p294_221.wav,The six others were injured.
/data/xuanru/VCTK/VCTK_16k/p294/p294_071.wav,It took about five or six hours.
/data/xuanru/VCTK/VCTK_16k/p294/p294_313.wav,We work for the athlete.
/data/xuanru/VCTK/VCTK_16k/p294/p294_191.wav,It is becoming a bit of a habit.
/data/xuanru/VCTK/VCTK_16k/p294/p294_361.wav,People come to see the Highlands.
/data/xuanru/VCTK/VCTK_16k/p294/p294_277.wav,"From there, it was a success story."
/data/xuanru/VCTK/VCTK_16k/p294/p294_086.wav,We have to focus on what is important.
/data/xuanru/VCTK/VCTK_16k/p294/p294_340.wav,Downing Street defended the scale of the awards.
/data/xuanru/VCTK/VCTK_16k/p294/p294_410.wav,Mr Wilson has received no such request.
/data/xuanru/VCTK/VCTK_16k/p294/p294_243.wav,"But happily, the story is true."
/data/xuanru/VCTK/VCTK_16k/p294/p294_108.wav,That's not part of the deal.
/data/xuanru/VCTK/VCTK_16k/p294/p294_204.wav,They should not be blamed for it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_225.wav,Gas is too expensive.
/data/xuanru/VCTK/VCTK_16k/p294/p294_295.wav,They've got a mountain to climb.
/data/xuanru/VCTK/VCTK_16k/p294/p294_070.wav,I don't have any answer for them.
/data/xuanru/VCTK/VCTK_16k/p294/p294_332.wav,The need for further investment is obvious.
/data/xuanru/VCTK/VCTK_16k/p294/p294_008.wav,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
/data/xuanru/VCTK/VCTK_16k/p294/p294_201.wav,All options are on the table.
/data/xuanru/VCTK/VCTK_16k/p294/p294_255.wav,There are still some matters to be discussed.
/data/xuanru/VCTK/VCTK_16k/p294/p294_374.wav,"We also have had to work the dark side, if you will."
/data/xuanru/VCTK/VCTK_16k/p294/p294_368.wav,He found it very hard to understand.
/data/xuanru/VCTK/VCTK_16k/p294/p294_318.wav,Now they have found out the truth.
/data/xuanru/VCTK/VCTK_16k/p294/p294_419.wav,We have every respect for Michelle.
/data/xuanru/VCTK/VCTK_16k/p294/p294_076.wav,She now lives in London.
/data/xuanru/VCTK/VCTK_16k/p294/p294_055.wav,We should not bring him into a dispute.
/data/xuanru/VCTK/VCTK_16k/p294/p294_373.wav,Try to save us.
/data/xuanru/VCTK/VCTK_16k/p294/p294_330.wav,He wants to play in the Champions League.
/data/xuanru/VCTK/VCTK_16k/p294/p294_188.wav,This is simply unjust.
/data/xuanru/VCTK/VCTK_16k/p294/p294_299.wav,We started from scratch.
/data/xuanru/VCTK/VCTK_16k/p294/p294_039.wav,He got the same story.
/data/xuanru/VCTK/VCTK_16k/p294/p294_122.wav,Did he just want to be on telly?
/data/xuanru/VCTK/VCTK_16k/p294/p294_028.wav,"For the moment, our position remains the same."
/data/xuanru/VCTK/VCTK_16k/p294/p294_169.wav,I enjoy my work.
/data/xuanru/VCTK/VCTK_16k/p294/p294_320.wav,Johnson was pretty low.
/data/xuanru/VCTK/VCTK_16k/p294/p294_219.wav,Then they killed another three.
/data/xuanru/VCTK/VCTK_16k/p294/p294_171.wav,We have a genuine budget in place.
/data/xuanru/VCTK/VCTK_16k/p294/p294_286.wav,"It didn't work against Sweden, but that was the intention."
/data/xuanru/VCTK/VCTK_16k/p294/p294_379.wav,He edited the press release.
/data/xuanru/VCTK/VCTK_16k/p294/p294_356.wav,So far he has not done so.
/data/xuanru/VCTK/VCTK_16k/p294/p294_378.wav,There could be a way back.
/data/xuanru/VCTK/VCTK_16k/p294/p294_194.wav,You can't get a mortgage.
/data/xuanru/VCTK/VCTK_16k/p294/p294_348.wav,The result could be all down to turnout.
/data/xuanru/VCTK/VCTK_16k/p294/p294_327.wav,Is that what people we want?
/data/xuanru/VCTK/VCTK_16k/p294/p294_026.wav,"The show is sold out, like the others in the run."
/data/xuanru/VCTK/VCTK_16k/p294/p294_407.wav,I don't think there's going to be one.
/data/xuanru/VCTK/VCTK_16k/p294/p294_234.wav,Who does he think will win?
/data/xuanru/VCTK/VCTK_16k/p294/p294_105.wav,Sacking John Redwood is a disaster.
/data/xuanru/VCTK/VCTK_16k/p294/p294_394.wav,And rugby fans can help.
/data/xuanru/VCTK/VCTK_16k/p294/p294_321.wav,We know we have done wrong.
/data/xuanru/VCTK/VCTK_16k/p294/p294_278.wav,It is a very disturbing picture for men.
/data/xuanru/VCTK/VCTK_16k/p294/p294_081.wav,They could not have done more for me.
/data/xuanru/VCTK/VCTK_16k/p294/p294_190.wav,Its role is not to interfere.
/data/xuanru/VCTK/VCTK_16k/p294/p294_405.wav,It's a tragedy for the area.
/data/xuanru/VCTK/VCTK_16k/p294/p294_178.wav,Harry will be up for it.
/data/xuanru/VCTK/VCTK_16k/p294/p294_411.wav,It raises the edge.
/data/xuanru/VCTK/VCTK_16k/p294/p294_215.wav,They will form a tribute.
/data/xuanru/VCTK/VCTK_16k/p294/p294_359.wav,My fitness was very poor.
/data/xuanru/VCTK/VCTK_16k/p294/p294_336.wav,Holiday was certainly no stranger to bigotry.
/data/xuanru/VCTK/VCTK_16k/p294/p294_253.wav,We don't want to be too intrusive.
/data/xuanru/VCTK/VCTK_16k/p294/p294_165.wav,There was no change in the strategy.
/data/xuanru/VCTK/VCTK_16k/p294/p294_050.wav,"In fact, it is deeply unpleasant."
/data/xuanru/VCTK/VCTK_16k/p294/p294_375.wav,We need to increase the membership.
/data/xuanru/VCTK/VCTK_16k/p294/p294_153.wav,"Feel the air, the space."
/data/xuanru/VCTK/VCTK_16k/p294/p294_054.wav,What is the point of jailing him?
